numdossier_new,lda_documents
T09522005781,"[['accord', 'collectif', 'relatif', 'heures', 'supplementaires'], ['personnel', 'non-cadres'], ['champ', 'application', 'objet', 'accord'], ['champ', 'application'], ['objet', 'accord'], ['contenu', 'accord'], ['modalites', 'realisation', 'heures', 'supplementaires'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['majoration', 'heures', 'supplementaires'], ['remuneration', 'heures', 'supplementaires'], ['entree', 'vigueur', 'application', 'accord'], ['duree', 'accord', 'entree', 'vigueur'], ['suivi', 'accord'], ['revision'], ['denonciation'], ['formalites']]"
T07124060309,"[['negociation', 'annuelle', 'obligatoire', '2024'], ['protocole', 'accord', 'portant', 'mesures', 'salariales', 'egalite', 'professionnelle', 'hommes', 'femmes', 'applicables', 'etablissements', 'societe', 'industeel', 'france'], ['mesures', 'salariales-', 'remuneration'], ['augmentation', 'générale'], ['augmentation', 'individuelle'], ['rémunération', 'ingénieurs', 'cadre'], ['egalité', 'professionnelle', 'hommes/femmes'], ['disposition', 'complémentaires'], ['pérennisation', 'adaptation', 'temporaire', 'place', 'barèmes', 'transport', 'augmentation', 'indemnité', 'télé', 'travail'], ['prime', 'médaille', 'travail'], ['répartition', 'coût', 'mutuelle'], ['partage', 'valeur', 'ajoutée', 'entreprise'], ['duree', 'effective', 'organisation', 'travail'], ['depot', 'accord']]"
T05123005598,"[['accord', 'collectif'], ['fixant', 'condition', 'gestion', 'recuperation', 'heures', 'supplementaires'], ['disposition', 'generales'], ['accord', 'duree', 'travail'], ['information', 'salarié', 'droit', 'repos'], ['disposition', 'generales'], ['champ', 'application'], ['approbation', 'salariés'], ['accord', 'duree', 'travail'], ['durée', 'légale', 'travail'], ['définition', 'heures', 'supplémentaires'], ['définition', 'heures', 'complémentaires'], ['majorations', 'applicables'], ['principe', 'gestion', 'récupération', 'heures', 'supplémentaires'], ['salariés', 'temp', 'complet'], ['salariés', 'temp', 'partiel'], ['ouverture', 'droits', 'prise', 'droit', 'repos'], ['information', 'salarié', 'droit', 'repos'], ['modalités', 'prise', 'compte', 'demandes', 'relative', 'thèmes', 'négociation']]"
T03322012242,"[['accord', 'collectif', 'entreprise', 'relatif', 'contingent', 'heures', 'supplementaires'], ['objet'], ['définition', 'heures', 'supplémentaires'], ['accomplissement', 'heures', 'supplémentaires'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['contreparties', 'obligatoires', 'repos'], ['consultation', 'personnel'], ['durée', 'entrée', 'vigueur', 'accord', 'entreprise'], ['révision', 'dénonciation'], ['dépôt', 'publicité', 'accord']]"
T02523060087,"[['accord', 'entreprise', 'relatif', 'amenagement', 'regime', 'petits', 'deplacements', 'applicable', 'entreprise', 'augmentation', 'contingent', 'heures', 'supplementaires', 'amenagement', 'financement', 'systeme', 'garanties', 'collective', 'complementaire', 'obligatoire', 'frais', 'sante'], ['employeur', 'éprouve', 'recruter', 'salariés', 'dont', 'niveau', 'travail', 'satisfait', 'exigences', 'celles', 'équipes', 'pose', 'actuelle'], ['disposition', 'generales'], ['cadre', 'dispositif'], ['objet', 'accord', 'champ', 'application'], ['augmentation', 'contingent', 'heures', 'supplémentaires'], ['aménagement', 'financement', 'système', 'garanties', 'collective', 'complémentaire', 'obligatoire', 'frais', 'santé'], ['indemnites', 'petits', 'deplacement'], ['salariés', 'concernés'], ['non-cumul', 'entre', 'rémunération', 'trajet', 'temp', 'travail', 'effectif', 'paiement', 'indemnité', 'trajet'], ['contingent', 'heures', 'supplementaires'], ['accomplissement', 'heures', 'supplémentaires'], ['contingent', 'heures', 'supplémentaires'], ['financement', 'systeme', 'garanties', 'collective', 'complementaire', 'obligatoire', 'frais', 'sante'], ['suivi', 'accord'], ['duree', 'modalites', 'sortie', 'accord', 'revision'], ['date', 'entrée', 'vigueur'], ['dénonciation'], ['révision'], ['information', 'personnel'], ['depot', 'accord']]"
T07721005997,"[['accord', 'collectif', 'relatif', 'intervention', 'hors', 'plage', 'habituelles', 'travail', 'ihp', 'juin', '2021'], ['partie', 'intervention', 'hors', 'plage', 'habituelles', 'travail', 'ihp'], ['définition'], ['organisation'], ['périodes', 'intervention'], ['rémunération'], ['remboursement', 'frais'], ['majoration', 'heures', 'supplémentaires'], ['prime', 'forfaitaire', 'intervention', 'hors', 'plage'], ['partie', 'disposition', 'generales'], ['modalités', 'révision', 'accord'], ['entrée', 'vigueur'], ['dépôt', 'publicité', 'accord']]"
T04419004146,"[['accord', 'entreprise'], ['duree', 'travail', 'service', 'personnel', 'roulant'], ['principe', 'relatifs', 'durée', 'travail', 'service', 'applicables', 'personnel', 'roulant'], ['catégorie', 'personnel', 'roulant'], ['répartition', 'organisation', 'durée', 'travail', 'service'], ['décompte', 'durée', 'travail', 'service', 'personnel', 'roulant'], ['repos', 'compensateur'], ['temp', 'service', 'mensuel'], ['repos', 'compensateur', 'remplacement'], ['temp', 'déplacement', 'professionnel'], ['substitution', 'accord', 'collectifs', 'usage', 'décisions', 'unilatérales'], ['durée', 'dépôt', 'révision', 'dénonciation'], ['dépôt', 'légal'], ['révision', 'accord', 'clause', 'rendez-vous']]"
T02122004461,"[['accord', 'collectif', 'entreprise', 'fixant', 'volume', 'contigent', 'annuel', 'heures', 'supplementaires'], ['objet', 'accord'], ['volume', 'contingent', 'annuel', 'heures', 'supplementaires'], ['duree', 'accord', 'suivi', 'accord'], ['revision'], ['denonciation'], ['formalites']]"
T01322015437,"[['accord', 'entreprise', 'durée', 'hebdomadaire', 'travail', 'collective', 'repos', 'compensateur', 'remplacement', 'heures', 'supplementaires'], ['objet', 'perimetre', 'accord'], ['duree', 'collective', 'travail'], ['temp', 'travail', 'effectif'], ['repos', 'compensateur', 'remplacement'], ['condition', 'ouverture', 'droit', 'repos', 'compensateur', 'remplacement'], ['modalités', 'attribution', 'repos', 'compensateur', 'remplacement'], ['embauche', 'sortie', 'cours', 'année'], ['incidence', 'diver', 'événements', 'nombre', 'repos', 'compensateur'], ['modalités', 'prise', 'repos', 'compensateur'], ['paiement', 'majoré', 'heures', 'supplémentaires'], ['duree', 'date', 'effet', 'agrement'], ['interpretation'], ['depot', 'publicite', 'accord']]"
T07723008708,"[['accord', 'collectif', 'relatif', 'organisation', 'temp', 'travail', 'entreprise', 'joubert', 'north', 'france'], ['octobre', '2022'], ['partie'], ['période', 'décompte', 'horaire'], ['condition', 'délais', 'prévenance', 'changements', 'volume', 'horaire', 'travail', 'répartition'], ['toutefois', 'employeur', 'pourra', 'effectuer', 'programmations', 'individuelles', 'raisons', 'organisation', 'bon', 'fonctionnement', 'service'], ['modalités', 'communication', 'modification', 'volume', 'répartition', 'horaire', 'travail'], ['délai', 'information', 'modification', 'volume', 'répartition', 'horaire', 'travail'], ['disposition', 'spécifiques', 'salariés', 'temp', 'partiel'], ['condition', 'rémunération'], ['rémunération', 'cours', 'période', 'décompte'], ['heures', 'supplémentaires', 'cours', 'période', 'décompte'], ['incidence', 'rémunération', 'absence', 'arrivées', 'départs', 'salariés', 'cours', 'période', 'décompte'], ['rémunération', 'fin', 'période', 'décompte'], ['activité', 'partielle'], ['partie'], ['organisation', 'temp', 'travail', 'effectif', 'forme', 'horaire'], ['organisation', 'temp', 'travail', 'effectif'], ['forme', 'horaire', 'délai', 'prévenance', 'changements', 'horaire'], ['heures', 'supplémentaires'], ['condition', 'rémunération'], ['rémunération'], ['incidence', 'rémunération', 'absence', 'arrivées', 'départs', 'salariés', 'cours', 'année'], ['partie', 'forfait', 'annuel', 'jours'], ['durée', 'annuelle', 'travail', 'convenue', 'convention', 'forfait', 'jours'], ['période', 'annuelle', 'référence', 'forfait'], ['volume', 'annuel', 'jours', 'travail', 'période', 'référence'], ['répartition', 'durée', 'annuelle', 'travail'], ['dépassement', 'volume', 'annuel', 'jours', 'travail', 'cours', 'période', 'référence'], ['jours', 'repos'], ['attribution', 'jours', 'repos'], ['modalités', 'attribution', 'jours', 'repos'], ['modalités', 'utilisation', 'jours', 'repos'], ['rémunération', 'salarié', 'forfait', 'jours'], ['rémunération', 'nombre', 'annuel', 'jours', 'travail', 'convenu', 'période', 'référence'], ['incidence', 'rémunération', 'absence', 'ainsi', 'arrivées', 'départs', 'cours', 'période', 'référence'], ['repos', 'quotidien', 'hebdomadaire'], ['evaluation', 'suivi', 'régulier', 'charge', 'travail'], ['entretien', 'annuel'], ['droit', 'déconnexion'], ['partie'], ['disposition', 'finale'], ['révision'], ['dénonciation']]"
T04421012732,"[['disposition', 'generales'], ['modification', 'horaire', 'hebdomadaire', 'travail', 'prévisionnel', 'notamment', 'jours', 'travail'], ['congés', 'jours', 'spécifiques'], ['congés', 'enfants', 'malades'], ['rappel', 'loi'], ['durée', 'journée', 'solidarité'], ['compte', 'épargne', 'temp'], ['modalités', 'information', 'personnel'], ['dépôt', 'publicité'], ['disposition', 'generales'], ['objet', 'accord'], ['définition', 'temp', 'travail'], ['temp', 'travail', 'effectif'], ['durée', 'légale', 'travail'], ['repos', 'quotidien', 'hebdomadaire'], ['durées', 'maximales', 'travail'], ['horaires', 'travail'], ['modalités', 'déclaration', 'temp', 'travail'], ['disposition', 'particulieres'], ['personnel', 'concerné'], ['modalités', 'comptabilisation', 'temp', 'travail'], ['report', 'heures', 'gestion', 'crédits', 'débits', 'compteurs', 'heures'], ['heures', 'supplémentaires'], ['rémunération'], ['personnel', 'temp', 'partiel'], ['personnel', 'concerné'], ['durée', 'travail'], ['horaire', 'hebdomadaire', 'travail', 'salariés', 'horaire', 'moyen'], ['report', 'heures'], ['heures', 'complémentaires'], ['modification', 'horaire', 'hebdomadaire', 'travail', 'prévisionnel', 'notamment', 'jours', 'travail'], ['egalité', 'traitement'], ['personnel', 'soumis', 'forfait', 'jours'], ['principe', 'convention', 'forfait', 'annuel', 'jours'], ['catégorie', 'salariés', 'concernés'], ['conclusion', 'convention', 'individuelle', 'forfait', 'jours'], ['durée', 'travail', 'forfait', 'jours'], ['régime', 'juridique'], ['durée', 'forfait', 'jours', '218', 'jours'], ['durée', 'forfait', 'jours', 'réduit'], ['jours', 'non', 'travaillés', 'application', 'forfait'], ['nombre', 'jours', 'repos'], ['modalités', 'prise', 'jours', 'repos'], ['condition', 'prise', 'compte', 'entrées', 'sortie', 'cours', 'période', 'référence'], ['renonciation', 'jours', 'repos'], ['condition', 'prise', 'compte', 'absence'], ['absence', 'indemnisées'], ['absence', 'non', 'indemnisées'], ['modalités', 'décompte', 'temp', 'présence'], ['entretien', 'salariés', 'soumis', 'forfait', 'jours'], ['rémunération']]"
T97218000001,"[['protocole', 'accord', 'relatif', 'organisation'], ['arret', 'intermediaire', '2018'], ['challenge'], ['objectif', 'type', '100kg'], ['critères', 'respect', 'budget', 'annoncé', 'scope', 'définitif'], ['valorisation', 'challenge'], ['heures', 'supplementaires'], ['depot']]"
T05323060096,"[['accord', 'entreprise'], ['portant', 'amenagement', 'temp', 'travail'], ['champ', 'application'], ['duree', 'organisation', 'travail'], ['durée', 'travail', 'hebdomadaire'], ['heures', 'supplémentaires'], ['cadre', 'appréciation', 'heures', 'supplémentaires'], ['majoration', 'salaire'], ['contingent', 'annuel', 'heures', 'supplémentaires', 'libres'], ['suivant', 'article', 'l.3121-33', 'code', 'travail'], ['suivant', 'article', 'clause', 'commune', 'convention', 'collective', 'nationale', 'transport', 'routiers', 'personnel', 'roulant', 'contingent', 'annuel', 'heures', 'supplémentaires', 'libres', '195h00', 'salarié'], ['repos', 'compensateur', 'remplacement'], ['définition', 'repos', 'compensateur', 'remplacement'], ['modalités', 'prise', 'repos', 'compensateur', 'remplacement'], ['compensation', 'obligatoire', 'repos', 'trimestrielle'], ['cessation', 'contrat', 'travail'], ['duree', 'accord'], ['denonciation', 'accord'], ['publicite', 'depot', 'accord']]"
T04522004618,"[['accord', 'entreprise'], ['champ', 'application', 'mise', 'œuvre', 'accord'], ['objet'], ['principe', 'généraux', 'déontologie'], ['non-discrimination', 'égalité', 'professionnelle'], ['clause', 'discrétion', 'secret', 'professionnel'], ['terme', 'période', 'probatoire'], ['plage', 'horaire', 'travail', 'personnel', 'temp', 'complet'], ['forfait', 'jours'], ['période', 'référence'], ['lorsque', 'augmentation', 'diminution', 'horaire', 'initialement', 'programmé', 'peut', 'plus', 'être', 'compensée', 'avant', 'fin', 'période', 'annualisation', 'programme', 'modifié', 'devra', 'indiquer'], ['incidence', 'absence', 'rémunération'], ['lissage', 'rémunération'], ['heures', 'supplémentaires'], ['travail', 'temp', 'partiel', 'fixe'], ['contrat', 'travail'], ['modification', 'horaires'], ['heures', 'complémentaires'], ['chacune', 'heures', 'complémentaires', 'effectuées'], ['travail', 'temp', 'partiel', 'annualisé'], ['période', 'référence'], ['condition', 'prise', 'compte', 'rémunération', 'absence', 'départs', 'arrivées', 'cours', 'période'], ['modalités', 'communication', 'répartition', 'durée', 'horaires', 'travail'], ['lissage', 'rémunération'], ['garanties', 'dont', 'bénéficient', 'salariés', 'temp', 'partiel'], ['travail', 'soirée'], ['trajet', 'domicile', 'lieu', 'habituel', 'travail'], ['congés', 'autres', 'absence'], ['jours', 'fériés', 'journée', 'solidarité'], ['jours', 'fériés'], ['journée', 'solidarité'], ['journées', 'fermeture', 'entreprises'], ['maladie', 'accident'], ['indemnisation', 'durant', 'arrêt', 'travail'], ['effet', 'arrêt', 'travail'], ['subrogation'], ['don', 'congés', 'payés', 'jours', 'rtt'], ['autorisation', 'absence'], ['rémunération', 'salary'], ['mécanismes', 'revalorisation', 'salariale'], ['revalorisation', 'collective', 'annuelle'], ['rémunération', 'supplémentaire', 'fidélisation'], ['accord', 'participation'], ['organisation', 'interne'], ['matériel', 'document'], ['frais', 'engagés', 'cadre', 'mission'], ['modalités', 'mise', 'place', 'forfaits', 'jours']]"
T07522043337,"[['accord', 'entreprise', 'relatif', 'contingent', 'annuel', 'heures', 'supplementaires'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['entrée', 'vigueur', 'durée', 'accord'], ['portée', 'accord'], ['dépôt', 'publicité', 'accord']]"
T02519001315,"[['accord', 'entreprise'], ['relatif', 'temp', 'condition', 'travail'], ['cadre', 'juridique', 'champ', 'application'], ['personnel', 'concerné', 'présent', 'accord'], ['cadre', 'autonomes'], ['etablissements', 'concernés'], ['modalités', 'aménagement', 'durée', 'collective', 'travail'], ['définition', 'temp', 'travail', 'effectif'], ['etam', 'cadre', 'intégrés'], ['horaires', 'individualisés'], ['travail', 'équipe', 'personnel', 'opérationnel'], ['organisation', 'temp', 'travail', 'cette', 'catégorie', 'personnel', 'dépend', 'mission', 'réalisée'], ['travail', 'nuit', 'personnel', 'opérationnel'], ['définition', 'travail', 'nuit', 'travailleur', 'nuit'], ['travail', 'nuit'], ['travailleur', 'nuit'], ['surveillance', 'médicale', 'renforcée'], ['principe'], ['durée', 'travail', 'repos'], ['prise', 'consignes', 'passage', 'consignes'], ['décompte', 'congés', 'payés'], ['rémunération'], ['astreinte', 'personnel', 'opérationnel'], ['définition', 'astreinte'], ['définition', 'intervention'], ['contrôle', 'durée', 'travail', 'effectif'], ['heures', 'supplémentaires'], ['temp', 'travail', 'ingénieurs', 'cadre'], ['catégories', 'cadre'], ['article', '1.2.1', 'présent', 'accord', 'définit', 'différentes', 'catégories', 'cadre'], ['modalités', 'aménagement', 'durée', 'travail', 'ingénieurs', 'cadre'], ['convention', 'individuelles', 'forfait', 'hebdomadaire', 'heures'], ['convention', 'individuelles', 'forfait', 'annuel', 'jours'], ['incidence', 'entrées', 'sortie', 'cours', 'année', 'nombre', 'jours', 'rtt'], ['incidence', 'absence', 'nombre', 'jours', 'rtt'], ['modalités', 'prise', 'jours', 'rtt'], ['jour', 'solidarité'], ['organisation', 'activité'], ['suivi', 'organisation', 'travail', 'chaque', 'salarié'], ['document', 'suivi', 'forfait'], ['entretien', 'périodique'], ['suivi', 'collectif', 'forfaits', 'jours'], ['dépassement', 'forfait'], ['rémunération'], ['congés', 'payés'], ['travail', 'temp', 'partiel'], ['repos', 'quotidien', 'durée', 'maximale', 'hebdomadaire']]"
T06420002375,"[['accord', 'entreprise', 'issue'], ['négociation', 'annuelle', 'obligatoire', '2020'], ['augmentation', 'individuelle'], ['ancienneté'], ['négociation', 'perco', 'retraite', 'supplémentaire', 'pere'], ['durée', 'effective', 'organisation', 'temp', 'travail'], ['jours', 'congés', 'supplémentaires'], ['egalité', 'professionnelle', 'femmes/hommes'], ['articulation', 'entre', 'vie', 'personnelle', 'vie', 'professionnelle', 'salariés'], ['insertion', 'professionnelle', 'maintien', 'emploi', 'travailleurs', 'handicapés'], ['lutte', 'contre', 'toute', 'discrimination', 'matière', 'recrutement', 'emploi', 'accès', 'formation', 'professionnelle'], ['exercice', 'droit', 'expression', 'directe', 'collective', 'salariés'], ['durée', 'application']]"
T08620000857,"[['accord', 'collectif', 'entreprise'], ['rupture', 'contrat', 'travail', 'avant', 'bénéfice', 'repos', 'compensateur', 'équivalent'], ['lutte', 'contre', 'stress', 'lié', 'utilisation', 'outils', 'numériques', 'professionnels'], ['dépôt', 'légal', 'publicité'], ['volet', 'organisation', 'temp', 'travail'], ['durée', 'travail'], ['durée', 'légale', 'travail'], ['définition', 'temp', 'travail', 'effectif'], ['aménagement', 'temp', 'travail'], ['modalités', 'générales'], ['champ', 'application', 'aménagement', 'temp', 'travail']]"
T05721005136,"[['accord', 'relatif', 'duree', 'organisation', 'amenagement', 'temp', 'travail'], ['disposition', 'générales'], ['définition', 'temp', 'travail', 'effectif'], ['horaire', 'reference'], ['rappel', 'durées', 'maximales', 'travail'], ['heures', 'supplémentaires'], ['congés', 'payés'], ['mode', 'acquisition', 'nombre', 'jours', 'congés', 'payés'], ['période', 'acquisition', 'congés', 'payés'], ['période', 'prise', 'congés', 'payés'], ['droit', 'déconnexion'], ['disposition', 'générales', 'principe', 'directeurs'], ['mesures', 'visant', 'assurer', 'effectivité', 'droit', 'déconnexion'], ['organisation', 'temp', 'travail', 'personnel', 'horaires', 'variable'], ['personnel', 'concerné'], ['decompte', 'annuel', 'temp', 'travail'], ['organisation', 'plage', 'horaires', 'variable'], ['organisation', 'temp', 'travail', 'personnel', 'poste'], ['définition'], ['personnel', 'concerné'], ['roulement'], ['horaires', '5x8'], ['nuit', '22h00', '6h00'], ['nombre', 'jours', 'travailles'], ['contreparties', 'travail', '5x8'], ['indemnité', 'panier', 'nuit'], ['travail', 'nuit'], ['définition', 'travail', 'nuit'], ['nuits', 'habituellement', 'travaillées'], ['nuits', 'exceptionnellement', 'travaillées'], ['prime', 'poste'], ['prime', 'habillage', 'déshabillage'], ['prime', 'passation', 'consignes'], ['travail', 'dimanche', 'jour', 'férié'], ['disposition', 'diverses'], ['information'], ['dénonciation'], ['révision'], ['accord', 'portant', 'révision', 'présent', 'accord', 'fera', 'objet', 'dépôt', 'légal', 'formes', 'indiquées', 'présent', 'article'], ['suivi'], ['publicité', 'dépôt', 'accord'], ['option', 'accord', 'validé', 'salariés'], ['calcul', 'temp', 'reference', 'annuel'], ['exemple', 'roulement', '5x8']]"
T07222003971,"[['organisation', 'déroulement', 'consultation'], ['perimetre', 'application', 'accord'], ['iii', 'principe', 'generaux', 'organisation', 'travail'], ['définition'], ['modalités', 'aménagement', 'horaire', 'travail'], ['période', 'référence'], ['programmation', 'indicative'], ['définition', 'horaires', 'travail'], ['salariés', 'accompli', 'totalité', 'durée', 'annuelle', 'temp', 'travail', 'effectif'], ['embauche', 'cours', 'période'], ['départ', 'cours', 'période'], ['information', 'régularisation', 'fin', 'période'], ['remuneration'], ['contingent', 'heures', 'supplementaires'], ['activite', 'partielle'], ['vii', 'disposition', 'particulieres', 'contrats', 'duree', 'determinee', 'contrats', 'travail', 'temporaire'], ['viii', 'disposition', 'particulieres', 'salary', 'temp', 'partiel'], ['duree', 'accord'], ['entree', 'vigueur', 'validite'], ['suivi', 'accord'], ['xii', 'portee', 'accord'], ['xiii', 'revision', 'accord'], ['xiv', 'denonciation', 'accord'], ['disposition', 'finale']]"
T03518001454,"[['accord', 'entreprise'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['objet'], ['champ', 'application'], ['iii', 'fixation', 'contingent', 'annuel'], ['iv-', 'contrepartie', 'obligatoire', 'repos'], ['repos', 'compensateur'], ['modalites', 'prise', 'contrepartie', 'obligatoire', 'repos'], ['vii', 'publicite', 'droits'], ['viii', 'duree', 'accord'], ['entree', 'vigueur']]"
T06723060061,"[['temp', 'travail', 'sein', 'unite', 'economique', 'sociale'], ['ci-après', 'dénommé', 'salariés'], ['modulation', 'temp', 'travail'], ['période', 'référence'], ['modulation', 'temp', 'travail'], ['définition', 'modulation', 'temp', 'travail'], ['durée', 'travail'], ['amplitude', 'journalière', 'travail', 'peut', 'dépasser', 'heures'], ['programmation', 'indicative', 'temp', 'travail'], ['modalités', 'enregistrement', 'décompte', 'temp', 'travail'], ['employeur', 'met', 'place', 'outils', 'destinés', 'décompte', 'temp', 'travail', 'salariés'], ['décompte', 'heures', 'supplémentaires'], ['rémunération', 'salariés'], ['ca', 'solde', 'créditeur'], ['ca', 'solde', 'débiteur'], ['salary', 'temp', 'partiel'], ['temp', 'partiel', 'mensuel', 'aménagé'], ['amplitude', 'journalière', 'travail', 'peut', 'dépasser', 'heures'], ['heures', 'complémentaires'], ['travail', 'nuit'], ['définition', 'travail', 'nuit'], ['durées', 'travail'], ['durée', 'quotidienne', 'travail'], ['durée', 'hebdomadaire', 'travail'], ['mesures', 'destinées', 'améliorer', 'condition', 'travail'], ['suivi', 'médical', 'travailleurs', 'nuit'], ['protection', 'maternité'], ['inaptitude', 'salarié'], ['mesures', 'destinées', 'assurer', 'égalité', 'professionnelle'], ['forfait', 'annuel', 'jours'], ['fonctionnement', 'forfait', 'jours'], ['période', 'annuelle', 'référence'], ['rémunération'], ['détermination', 'nombre', 'jours', 'travail'], ['détermination', 'nombre', 'jours', 'repos'], ['forfait', 'annuel', 'jours', 'réduit'], ['entrées', 'sortie', 'cours', 'période', 'annuelle', 'référence', 'traitement', 'absence'], ['incidence', 'absence'], ['incidence', 'départs'], ['prise', 'jours', 'repos'], ['droit', 'santé', 'repos', 'salariés', 'forfait', 'jours'], ['modalités', 'décompte', 'journées', 'travaillées'], ['entretien', 'suivi'], ['exercice', 'droit', 'déconnexion'], ['disposition', 'finale'], ['duree', 'entree', 'vigueur'], ['suivi', 'accord']]"
T07523061063,"[['accord', 'collectif', 'entreprise', 'portant', 'aménagement', 'organisation', 'temp', 'travail'], ['partie', 'disposition', 'générales'], ['objet', 'accord'], ['accord', 'résulte', 'volonté', 'party', 'adapter', 'aménagement', 'organisation', 'temp', 'travail', 'personnel', 'besoins', 'organisationnels', 'société', 'contraintes', 'fixées', 'différents', 'contrats', 'notamment', 'concession', 'lient', 'tout', 'veillant', 'aspiration', 'salariés', 'qualité', 'vie', 'plan', 'social', 'familial', 'tout', 'conférant', 'garanties'], ['champ', 'application'], ['partie', 'durée', 'travail'], ['principe', 'generaux'], ['définition', 'temp', 'travail'], ['semaine', 'travail', 'temp', 'repos'], ['heures', 'consécutives', 'quotidiennes', 'repos', 'minimum'], ['disposition', 'applicables', 'salariés', 'dont', 'durée', 'travail', 'décomptée', 'heures'], ['durée', 'travail'], ['période', 'référence'], ['modalités', 'aménagement', 'temp', 'travail', 'année'], ['durées', 'maximales', 'travail'], ['modalités', 'suivi', 'temp', 'travail'], ['rémunération'], ['définition'], ['contrepartie'], ['contingent'], ['disposition', 'relative', 'arrivées', 'départs', 'absence', 'cours', 'période', 'référence'], ['arrivées', 'cours', 'période', 'référence'], ['départs', 'cours', 'période', 'référence'], ['absence', 'cours', 'période', 'référence'], ['temp', 'pause'], ['repos', 'quotidien', 'hebdomadaire'], ['disposition', 'applicables', 'salariés', 'dont', 'durée', 'travail', 'décomptée', 'jours'], ['salariés', 'éligibles'], ['période', 'référence'], ['formalisme', 'convention', 'forfaits'], ['nombre', 'jours', 'forfait'], ['forfait', 'jours', 'réduit'], ['convention', 'individuelle', 'forfait', 'précise', 'nombre', 'jours', 'travaillés'], ['charge', 'travail', 'tient', 'compte', 'réduction', 'temp', 'travail', 'convenue'], ['jours', 'repos', 'complémentaires'], ['213', 'jours', 'travaillés'], ['positionnement', 'jours', 'repos', 'complémentaires', 'effectue'], ['obligation', 'observer', 'temp', 'repos'], ['rémunération'], ['nombre', 'jours', 'mensuels', 'payés', '/21,67', 'jours'], ['modalités', 'suivi', 'forfait'], ['suivi', 'charge', 'travail', 'salarié'], ['entretien', 'suivi'], ['dispositif', 'alerte'], ['prise', 'compte', 'absence', 'arrivées', 'départs', 'cours', 'période', 'référence'], ['prise', 'compte', 'absence'], ['détermination', 'jours', 'travailler'], ['détermination', 'jours', 'repos', 'supplémentaires'], ['période', 'référence'], ['champ', 'application'], ['champ', 'application']]"
T02120002662,"[['accord', 'entreprise', 'relatif', 'contingent', 'heures', 'supplementaires'], ['champ', 'application'], ['contingent', 'heures', 'supplementaires'], ['majorations', 'applicables', 'heures', 'supplementaires'], ['duree', 'entree', 'vigueur', 'accord'], ['suivi', 'accord'], ['formalites'], ['revision', 'denonciation', 'accord']]"
T08919000644,"[['accord', 'collectif', 'relatif', 'mise', 'place', 'organisation', 'pluri-hebdomadaires', 'site', 'migennes', 'rattaché', 'établissement', 'monéteau', 'ppdc'], ['durée', 'travail'], ['aménagement', 'temp', 'travail'], ['heures', 'supplémentaires'], ['définition'], ['rémunération'], ['embauche', 'rupture', 'contrat', 'travail', 'cours', 'période', 'référence'], ['salariés', 'temp', 'partiel'], ['accompagnement', 'social'], ['durée', 'accord', 'révision', 'dénonciation'], ['commission', 'suivi', 'clause', 'rendez-vous'], ['publicité']]"
T05723007324,"[['execution', 'heures'], ['objet'], ['champ', 'application'], ['disposition', 'finale'], ['durée']]"
T07519011241,"[['accord', 'portant', 'remuneration', 'temp', 'travail', '2019'], ['societe', 'proserve', 'dasri'], ['augmentation', 'catégorie', 'professionnelle'], ['employés', 'ouvriers', 'techniciens', 'agent', 'maitrise'], ['egalite', 'professionnelle'], ['effort', 'rattrapage', 'rémunérations'], ['prime', 'gratification'], ['indemnité', 'différentielle', 'maintien', 'rémunération'], ['repas'], ['personnel', 'sédentaire'], ['prime', 'transport'], ['prime', 'douche'], ['prime', 'habillage', 'déshabillage'], ['indemnité', 'salissure', 'conventionnelle'], ['prime', 'ancienneté'], ['disposition', 'supplementaires'], ['subrogation'], ['versement', '13ième', 'mois'], ['jours', 'absence', 'enfant', 'malade'], ['gratification', 'ancienneté'], ['gratification', 'allouée', 'occasion', 'médaille', 'travail'], ['assiette', 'calcul', 'gratification'], ['date', 'versement', 'juin', 'septembre'], ['prime', 'astreintes'], ['limitation', 'durées', 'périodes', 'astreintes'], ['rémunération', 'temp', 'intervention'], ['moyens', 'transport', 'communication', '-temps', 'trajet'], ['travail', 'nuit', 'jours', 'fériés', 'dimanche'], ['travail', 'jours', 'fériés'], ['jours', 'fériés', 'chômés'], ['jours', 'fériés', 'travaillés'], ['journée', 'solidarité'], ['prime', 'découcher'], ['disposition', 'relative', 'temp', 'travail'], ['durée', 'travail'], ['organisation', 'travail'], ['contingent', 'heures', 'supplémentaires'], ['compensation', 'heures', 'supplémentaires'], ['planification', 'horaires'], ['repos', 'compensateur', 'obligatoire'], ['congés', 'payés'], ['rendez-vous'], ['dépôt', 'publicité']]"
