numdossier_new,lda_documents
A03418004555,"[['keolis'], ['car', 'bassin', 'thau'], ['partie', 'disposition', 'generales'], ['objet', 'accord'], ['partie', 'duree', 'amenagement', 'temp', 'travail'], ['duree', 'amenagement', 'temp', 'travail', 'salary', 'sedentaires'], ['durée', 'travail', 'répartition'], ['amenagement', 'durée', 'travail', 'cadre', 'annuel'], ['organisation', 'aménagement', 'temp', 'travail'], ['condition', 'délais', 'prévenance'], ['embauche', 'cours', 'période'], ['décompte', 'heures', 'supplémentaires', 'temp', 'complet'], ['décompte', 'heures', 'complémentaires'], ['rémunération', 'absences/arrivée', 'départ', 'cours', 'période'], ['lissage', 'rémunération'], ['absence'], ['temp', 'complet', 'traditionnel'], ['/article', 'temp', 'complet', 'rtt'], ['réduction', 'temp', 'travail', 'sou', 'forme', 'jours', 'repos'], ['prise', 'repos'], ['suivi', 'jours', 'repos'], ['organisation', 'travail'], ['temp', 'complet', 'aménagé', 'année'], ['organisation', 'aménagement', 'temp', 'travail'], ['condition', 'délais', 'prévenance'], ['embauche', 'cours', 'période'], ['décompte', 'heures', 'supplémentaires', 'temp', 'complet'], ['décompte', 'heures', 'complémentaires'], ['rémunération', 'absences/arrivée', 'départ', 'cours', 'période'], ['lissage', 'rémunération'], ['absence'], ['conducteurs', 'périodes', 'scolaires'], ['partie', 'disposition', 'finale'], ['révision'], ['dénonciation']]"
T09218004552,"[['accord', 'collectif', 'entreprise'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['champ', 'application'], ['objet'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['accomplissement', 'heures', 'supplémentaires'], ['contreparties', 'heures', 'supplémentaires'], ['majoration', 'heures', 'supplémentaires', 'limite', 'contingent', 'annuel'], ['article', 'l.3121-22', 'code', 'travail', 'fixe', 'taux', 'majoration', 'horaire'], ['contrepartie', 'heures', 'supplémentaires', 'au-delà', 'contingent', 'annuel'], ['durées', 'maximales', 'travail', 'limite', 'absolue'], ['duree'], ['suivi', 'revision', 'denonciation', 'accord'], ['révision'], ['depot', 'publicite', 'accord'], ['accord', 'fera', 'objet', 'publication', 'base', 'données', 'nationale', 'nom', 'signataires', 'personnes', 'physique', 'préalablement', 'anonymisé']]"
T07520023930,"[['accord', 'collectif', 'adaptation', 'statut', 'collectif', 'salariés', 'société', 'moncler', 'france', 'convention', 'collective', 'nationale', 'habillement', 'maisons', 'succursales', 'vente', 'détail'], ['disposition', 'générales'], ['clause', 'rendez-vous'], ['communication', 'accord'], ['dépôt', 'accord'], ['durée', 'travail', 'salariés', 'temp', 'complet'], ['heures', 'concernées', 'aménagement', 'durée', 'travail'], ['périodes', 'référence'], ['organisation', 'temp', 'travail'], ['décompte'], ['durées', 'maximales', 'travail', 'temp', 'repos'], ['planification', 'durée', 'travail'], ['traitement', 'heures', 'supplémentaires'], ['rémunération', 'lissage'], ['traitement', 'absence'], ['traitement', 'arrivées', 'départs', 'cours', 'période', 'référence'], ['embauche', 'cours', 'période'], ['départ', 'cours', 'période'], ['forfait', 'annuel', 'jours', 'cadre'], ['convention', 'individuelles', 'forfait', 'annuel', 'jours'], ['nombre', 'jours', 'travail', 'période', 'annuelle', 'décompte'], ['temp', 'repos', 'obligatoire'], ['jours', 'non', 'travaillés'], ['décompte', 'durée', 'travail'], ['arrivée', 'départ', 'cours', 'année'], ['dépassement', 'nombre', 'jours', 'maximal', 'travail', 'année'], ['renonciation', 'repos'], ['opposabilité', 'salarié'], ['suivi', 'organisation', 'travail', 'chaque', 'salarié'], ['entretien', 'fera', 'objet', 'compte', 'rendu', 'conjointement', 'signé', 'salarié', 'supérieur', 'hiérarchique'], ['droit', 'déconnexion'], ['rémunération']]"
T03720002121,"[['accord', 'entreprise'], ['relatif', 'contingent', 'heures', 'supplémentaires'], ['contingent', 'heures', 'supplémentaires'], ['majorations', 'applicables', 'heures', 'supplémentaires'], ['formalités']]"
T07519013991,"[['objet'], ['durée', 'travail'], ['définition', 'temp', 'travail', 'effectif', 'temp', 'pause', 'repos', 'amplitude'], ['durée', 'travail'], ['durées', 'maximales', 'travail'], ['modalités', 'organisation', 'temp', 'travail'], ['principe', 'répartition', 'temp', 'travail', 'période', 'supérieure', 'semaine'], ['condition', 'délais', 'prévenance', 'durée', 'travail'], ['heures', 'supplémentaires', 'heures', 'complémentaires'], ['compteur', 'heures', 'individuel'], ['rémunération'], ['lissage', 'rémunération'], ['rémunération', 'ca', 'absence'], ['révision'], ['agrément'], ['entrée', 'vigueur', 'accord'], ['substitution']]"
T07521037023,"[['accord', 'entreprise'], ['portant', 'amenagement', 'temp', 'travail'], ['champ', 'application'], ['duree', 'travail'], ['définition', 'temp', 'travail', 'effectif'], ['décompte', 'temp', 'travail'], ['salariés', 'soumis', 'convention', 'forfait', 'annuelle', 'jours'], ['pause', 'déjeuner'], ['jours', 'fériés'], ['ensemble', 'jours', 'fériés', 'légaux', 'chômés', 'payés', 'entreprise'], ['journée', 'solidarité'], ['lissage', 'rémunérations'], ['aménagement', 'temp', 'travail'], ['category', 'personnel', 'autres', 'cadre', 'forfait', 'jours'], ['horaire', 'travail', 'effectif', 'hebdomadaire'], ['modalités', 'prise', 'jours', 'repos', 'rtt'], ['heures', 'supplémentaires'], ['cadre', 'forfait', 'jours', 'cadre', 'autonomes', 'société'], ['convention', 'forfait', 'écrite'], ['modalités', 'aménagement', 'temp', 'travail'], ['nombre', 'jours', 'travaillés'], ['acquisition', 'prise', 'jours', 'repos'], ['traitement', 'absence'], ['modalités', 'suivi', 'jours', 'travaillés', 'charge', 'travail'], ['modalités', 'suivi', 'nombre', 'jours', 'travaillés'], ['droit', 'déconnexion'], ['principe', 'utilisation', 'professionnelle', 'outils', 'information', 'communication', 'mi', 'disposition', 'salariés', 'employeur', 'effectue', 'temp', 'travail'], ['modalités', 'suivi', 'charge', 'travail'], ['dispositif', 'alerte'], ['obligation', 'bonne', 'foi'], ['forfaits', 'jours', 'temp', 'réduit'], ['travail', 'exceptionnel', 'dimanche'], ['contexte'], ['volontariat'], ['réversibilité', 'volontariat'], ['planification', 'travail', 'dimanche', 'mesures', 'destinées', 'faciliter', 'conciliation', 'entre', 'vie', 'professionnelle', 'vie', 'privée'], ['contreparties'], ['contrepartie', 'repos'], ['frais', 'garde', 'autres', 'charge', 'induites', 'travail', 'dominical'], ['disposition', 'finale'], ['durée', 'publicité'], ['révision', 'dénonciation']]"
T00623008524,"[['accord', 'entreprise'], ['amenagement', 'temp', 'travail'], ['cadre', 'juridique'], ['durée', 'travail'], ['durée', 'travail'], ['définition', 'temp', 'travail', 'effectif'], ['constituent', 'temp', 'travail', 'effectif'], ['temp', 'pause', 'repos'], ['heures', 'supplémentaires'], ['aménagement', 'temp', 'travail', 'temp', 'plein', 'année'], ['annualisation', 'temp', 'travail', 'modulation'], ['modalités', 'organisation', 'temp', 'travail'], ['condition', 'délais', 'prévenance', 'changements', 'horaire'], ['lissage', 'rémunération'], ['absence', 'arrivées', 'départs', 'cours', 'période'], ['heures', 'supplémentaires'], ['aménagement', 'temp', 'travail', 'temp', 'partiel', 'année'], ['définition', 'période', 'pluri', 'hebdomadaire', 'retenue'], ['durée', 'minimale', 'annuelle'], ['durées', 'minimales', 'maximales'], ['condition', 'délais', 'prévenance', 'répartition', 'horaires', 'changements', 'pouvant', 'intervenir'], ['lissage', 'rémunération'], ['absence', 'arrivées', 'départs', 'cours', 'période'], ['heures', 'complémentaires'], ['garanties'], ['réajustement', 'contrat'], ['composition'], ['mission'], ['réunion'], ['durée'], ['dénonciation', 'révision'], ['publicité', 'accord'], ['date', 'entrée', 'accord']]"
T03020002740,"[['accord', 'entreprise', 'portant', 'aménagement', 'temp', 'travail'], ['disposition', 'générales'], ['objet', 'accord'], ['durée', 'annuelle', 'travail', 'salariés', 'temp', 'plein'], ['contrôle', 'décompte', 'jours', 'travaillés/non', 'travaillés'], ['lissage', 'rémunération'], ['incidence', 'absence', 'cours', 'période'], ['arrivée', 'départ', 'cours', 'période', 'référence'], ['droit', 'déconnexion'], [], ['disposition', 'générales'], ['champ', 'application'], ['objet', 'accord'], ['modalités', 'révision', 'dénonciation'], ['formalités'], [], ['définition', 'temp', 'travail', 'effectif'], ['durée', 'quotidienne', 'travail'], ['durée', 'maximale', 'hebdomadaire'], ['article12', '-repos', 'hors', 'cadre', 'dirigeants'], ['durée', 'annuelle', 'travail', 'salariés', 'temp', 'plein', 'hors', 'cadre', 'dirigeants', 'octroi', 'jours', 'repos', 'compensateur', 'remplacement'], ['acquisition', 'jours', 'repos', 'compensateur', 'remplacement'], ['prise', 'jours', 'repos', 'compensateur', 'remplacement'], ['programmation', 'indicative', 'heures', 'travail'], ['modification', 'programmation', 'indicative'], ['-augmentation', 'diminution', 'durée', 'journalière', 'travail'], ['amplitude', 'annualisation', 'temp', 'plein'], ['cumul', 'contrats', 'travail'], ['-durée', 'quotidienne', 'travail', 'maximale', 'heures', 'tous', 'contrats', 'travail', 'confondus'], ['régularisation', 'ca', 'entrée', 'sortie', 'pendant', 'période', 'référence'], ['généralités'], ['lissage', 'rémunération'], [], ['heures', 'supplémentaires'], ['contingent', 'heures', 'supplémentaires'], [], ['congés', 'payés']]"
T01321011370,"[['accord', 'collectif', 'fixant', 'modalites', 'mise', 'œuvre'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['article', '3121-30', '3121-33', '3121-38', '3131-40', '3121-17', 'suivants', 'code', 'travail'], ['volume', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['dépassement', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['contrepartie', 'repos', 'heures', 'supplémentaires', 'effectuées', 'au-delà', 'contingent'], ['durée', 'contrepartie', 'repos'], ['ouverture', 'droit', 'repos'], ['modalités', 'prise', 'repos'], ['modalités', 'information', 'salarié', 'droit', 'repos'], ['indemnisation', 'contrepartie', 'repos'], ['condition', 'suivi', 'clause', 'rendez-vous'], ['dénonciation']]"
T07719003003,"[['accord', 'entreprise', 'relatif', 'organisation', 'temp', 'travail'], ['cadre', 'juridique', 'champ', 'application'], ['organisation', 'temp', 'travail'], ['conséquences', 'absence'], ['durees', 'maximales', 'travail'], ['heures', 'supplementaires'], ['definition'], ['contingent', 'annuel'], ['heures', 'supplementaires', 'realisees', 'contingent', 'annuel'], ['conge', 'paye'], ['suivi', 'temp', 'travail'], ['disposition', 'diverses'], ['publicite', 'entree', 'vigueur'], ['contestation']]"
T04421011629,"[['malvaux', 'manufacture'], ['avenant', 'n°3', 'accord', 'amenagement', 'temp', 'travail'], ['objet'], ['agent', 'fonctionnels'], ['agent', 'production'], ['date', 'prise', 'effet', 'durée']]"
T59V20000957,"[['accord', 'entreprise', 'issu', 'negociation', 'annuelle', 'entreprise', '2020'], ['champ', 'application'], ['emploi', 'handicapes'], ['augmentation', 'budget', 'oeuvre', 'sociales', 'cse'], ['revalorisation', 'prime', 'chaussures'], ['instauration', 'contrepartie', 'non', 'respect', 'délai', 'prévenance'], ['contingent', 'annuel', 'heures', 'supplementaires'], ['duree', 'accord'], ['modalites', 'denonciation', 'accord'], ['publicite', 'depôt', 'accord']]"
T07120001633,"[['accord', 'entreprise'], ['relatif', 'organisation', 'duree', 'travail'], ['champ', 'application'], ['organisation', 'temp', 'travail'], ['modalités', 'organisation', 'travail', 'entreprise'], ['temp', 'déplacements', 'rendre', 'chantiers'], ['temp', 'pause'], ['gestion', 'temp', 'travail'], ['modalités', 'organisation', 'temp', 'travail'], ['heures', 'supplémentaires'], ['modalités', 'enregistrement', 'temp', 'travail'], ['jours', 'fractionnement'], ['disposition', 'finale'], ['modalités', 'conclusion', 'présent', 'accord'], ['dépôt', 'publicité', 'accord']]"
T00319000603,"[['accord', 'conge', 'paye', 'temp', 'travail'], ['champ', 'application'], ['definition', 'juridiques', 'relative', 'temp', 'travail'], ['temp', 'travail', 'effectif'], ['heures', 'supplémentaires'], ['définition'], ['contingent'], ['conge', 'paye'], ['conge', 'legal'], ['periode', 'reference', 'acquisition', 'prise', 'conge'], ['periode', 'transitoire'], ['application', 'accord'], ['entrée', 'vigueur', 'durée', 'accord'], ['révision'], ['dénonciation'], ['dépôt', 'accord']]"
A00618004592,"[['durée', 'travail'], ['période', 'référence'], ['heures', 'supplémentaires'], ['définition'], ['rémunération'], ['embauche', 'rupture', 'contrat', 'travail', 'cours', 'période', 'référence'], ['salariés', 'temp', 'partiel'], ['publicité'], ['organisation', 'temp', 'travail', 'compter', '16/10/2017']]"
T03821008555,"[['accord', 'entreprise'], ['relatif', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['contingent', 'heures', 'supplémentaires'], ['majorations', 'applicables', 'heures', 'supplémentaires']]"
T00122004117,"[['association', 'ala-elp', 'dirige', 'english', 'national', 'programme', 'sein', 'lycée', 'international', 'ferney', 'voltaire'], ['disposition', 'générales'], ['objet', 'accord'], ['validité', 'accord'], ['portée', 'accord'], ['organisation', 'durée', 'travail'], ['période', 'référence'], ['durée', 'travail'], ['enseignants'], ['noter'], ['personnel', 'administratif'], ['prise', 'compte', 'journée', 'solidarité'], ['programmation', 'temp', 'travail'], ['programmation', 'indicative', 'transmise', 'salariés', 'début', 'chaque', 'période', 'référence'], ['modification', 'programmation', 'indicative'], ['consultation', 'comité', 'social', 'économique', 'transmission', 'inspecteur', 'travail'], ['heures', 'supplémentaires'], ['personnel', 'enseignant'], ['heures', 'supplémentaires', 'structurelles'], ['paiement', 'heures', 'supplémentaires', 'structurelles'], ['heures', 'supplémentaires', 'couvrir', 'courtes', 'absence'], ['paiement', 'heures', 'supplémentaires', 'courte', 'durée'], ['personnel', 'bureau'], ['paiement', 'heures', 'supplémentaires', 'personnel', 'bureau'], ['affichage', 'contrôle', 'durée', 'travail'], ['rémunération', 'salariés'], ['principe', 'lissage'], ['incidence', 'arrivés', 'départ', 'cours', 'période', 'référence', 'rémunération'], ['ca', 'solde', 'créditeur'], ['ca', 'solde', 'débiteur'], ['incidence', 'absence', 'indemnisation', 'retenue'], ['congés', 'payés'], ['disposition', 'spécifiques', 'temp', 'partiels'], ['variation', 'horaires'], ['heures', 'complémentaires'], ['modification', 'durée', 'contractuelle', 'travail'], ['egalité', 'traitement'], ['classification', 'fonctions'], ['classification', 'personnel'], ['disposition', 'finale'], ['durée', 'révision', 'dénonciation', 'accord', 'collectif']]"
T09419003846,"[['accord', 'collectif'], ['amenagement', 'temp', 'travail'], ['cadre', 'juridique'], ['champ', 'application'], ['définition', 'temp', 'travail'], ['gestion', 'temp', 'astreintes'], ['amenagement', 'temp', 'travail'], ['aménagement', 'temp', 'travail', 'année'], ['durée', 'effective', 'travail'], ['modalités', 'octroi', 'prise', 'repos', 'compensateur', 'remplacement', 'rcr'], ['principe', 'substitution'], ['condition', 'période', 'prise', 'repos', 'compensateur', 'remplacement'], ['accord', 'employeur', 'prise', 'repos', 'compensateur', 'remplacement', 'nécessaire'], ['ouverture', 'droit', 'décompte', 'repos', 'compensateur', 'remplacement'], ['délai', 'prise', 'repos', 'compensateur', 'remplacement'], ['journée', 'solidarité'], ['horaires', 'individualises'], ['personnel', 'concerné'], ['plage', 'horaires', 'travail'], ['plage', 'horaires', 'travail', 'personnel', 'accueil'], ['pause', 'déjeuner'], ['comptabilisation', 'temp', 'présence'], ['report', 'heures'], ['accident', 'trajet'], ['formation', 'professionnelle'], ['heures', 'supplémentaires'], ['décompte', 'heures', 'supplémentaires'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['majoration', 'heures', 'supplémentaires', 'accomplies', 'au-delà', 'contingent', 'annuel', 'visé', 'article', '7.2', 'présent', 'accord'], ['temp', 'partiel'], ['règles', 'générales'], ['temp', 'partiel', 'choisi'], ['cadre'], ['cadre', 'autonomes'], ['définition', 'cadre', 'autonomes'], ['durée', 'annuelle', 'travail', 'cadre', 'autonomes'], ['nombre', 'jours', 'travail', 'annuels'], ['modalités', 'octroi', 'jours', 'cadre', 'autonomes', 'jca'], ['modalités', 'renonciation', 'jours', 'repos'], ['dépassement', 'forfait'], ['modalités', 'contrôle', 'suivi', 'temp', 'travail', 'cadre', 'autonomes'], ['document', 'suivi', 'forfait'], ['repos', 'hebdomadaire'], ['jours', 'fériés', 'chômés'], ['entretien', 'périodique'], ['droit', 'déconnexion'], ['suivi', 'collectif', 'forfait', 'jours'], ['cadre', 'soumis', 'horaire', 'collectif']]"
T07723009210,"[['accord', 'collectif', 'relatif'], ['temp', 'travail', 'accessoires', 'remuneration'], ['temp', 'travail', 'effectif'], ['durée', 'travail'], ['durées', 'maximales', 'travail'], ['travail', 'équipe'], ['badgeage'], ['forfait', 'jours'], ['définition', 'champ', 'application'], ['embauche', 'rupture', 'forfait', 'jours', 'cours', 'année'], ['forfait', 'jours', 'réduit'], ['convention', 'forfait', 'jours'], ['validation', 'présence'], ['repos', 'quotidien', 'hebdomadaire'], ['entretien', 'annuel'], ['droit', 'déconnexion'], ['acquisition', 'valorisation', 'jours', 'non', 'travaillés', 'jnt'], ['incidence', 'arrivées', 'départs', 'cours', 'année', 'cours', 'mois'], ['prise', 'jnt'], ['rachat', 'jnt'], ['don', 'jnt'], ['temp', 'travail', 'temp', 'partiel'], ['modalités', 'travail', 'temp', 'partiel'], ['heures', 'complémentaires'], ['travail', 'exceptionnel', 'nuit', 'dimanche', 'jours', 'fériés'], ['journée', 'solidarité'], ['congés', 'payés'], ['prise', 'congés', 'payés'], ['fractionnement', 'congés', 'payés'], ['congés', 'évènements', 'familiaux', 'autres', 'évènements'], ['congés', 'évènements', 'familiaux'], ['accessoires', 'remuneration'], ['prime', '13ème', 'mois'], ['disposition', 'finale'], ['substitution', 'principe', 'non', 'cumul'], ['champ', 'application'], ['temp', 'travail'], ['temp', 'travail', 'effectif'], ['durée', 'travail'], ['durées', 'maximales', 'travail'], ['durée', 'quotidienne', 'maximale', 'travail'], ['durées', 'maximales', 'hebdomadaires'], ['pause', 'intermédiaires'], ['travail', 'équipe'], ['badgeage'], ['forfait', 'jours'], ['définition', 'champ', 'application'], ['organisation', 'temp', 'travail', 'forfait', 'jours', 'applique', 'cadre', 'relevant'], ['embauche', 'rupture', 'forfait', 'jours', 'cours', 'année'], ['forfait', 'jours', 'réduit'], ['convention', 'forfait', 'jours'], ['validation', 'présence'], ['repos', 'quotidien', 'hebdomadaire'], ['entretien', 'annuel'], ['droit', 'déconnexion'], ['acquisition', 'valorisation', 'jours', 'non', 'travaillés', 'jnt'], ['acquisition', 'demi-journées', 'repos', 'effectue', 'mois', 'mois'], ['incidence', 'arrivées', 'départs', 'cours', 'année', 'cours', 'mois'], ['prise', 'jnt'], ['rachat', 'jnt'], ['don', 'jnt'], ['temp', 'travail', 'temp', 'partiel'], ['modalités', 'travail', 'temp', 'partiel'], ['heures', 'complémentaires'], ['travail', 'exceptionnel', 'nuit', 'dimanche', 'jours', 'fériés'], ['journée', 'solidarité'], ['horaires', 'travail'], ['présence', 'obligatoire'], ['congés', 'autres', 'évènements'], ['congés', 'payés'], ['prise', 'congés', 'payés'], ['fractionnement', 'congés', 'payés'], ['congés', 'évènements', 'familiaux', 'autres', 'évènements'], ['congés', 'évènements', 'familiaux'], ['accessoires', 'remuneration'], ['prime', '13ème', 'mois'], ['disposition', 'finale'], ['durée', 'date', 'entrée', 'vigueur', 'révision', 'dénonciation'], ['substitution', 'principe', 'non', 'cumul']]"
T07521028369,"[['temp', 'travail'], ['avenant', 'accord', 'collectif', 'mar', '2018', 'relatif', 'temp', 'travail', 'sein', 'société', 'scaleway'], ['champ', 'application'], ['temp', 'travail'], ['définition', 'temp', 'travail', 'effectif'], ['situation', 'exclues', 'temp', 'travail', 'effectif'], ['temp', 'travail', 'collaborateurs', 'non', 'cadre', 'cadre', 'non', 'autonomes'], ['durée', 'organisation', 'travail'], ['horaires', 'travail'], ['durée', 'maximale', 'journalière', 'hebdomadaire'], ['repos', 'quotidien', 'hebdomadaire'], ['heures', 'supplémentaires'], ['temp', 'partiel'], ['acceptation', 'temp', 'partiel', 'temp', 'complet', 'fera', 'objet', 'avenant', 'contrat', 'travail'], ['travail', 'nuit'], ['justification', 'recours', 'travail', 'nuit'], ['temp', 'pause'], ['équilibre', 'vie', 'privée', 'vie', 'professionnelle'], ['égalité', 'professionnelle', 'entre', 'femmes', 'hommes'], ['travail', 'dimanche', 'jours', 'fériés'], ['temp', 'travail', 'salariés', 'autonomes'], ['catégorie', 'salariés', 'concernés', 'définition', 'salarié', 'autonome'], ['nombre', 'jours', 'période', 'référence', 'modalité', 'organisation', 'forfait'], ['dépassement', 'forfait', 'annuel', 'renonciation', 'jours', 'repos'], ['forfait', 'jours', 'réduit'], ['caractéristique', 'convention', 'individuelle', 'forfait', 'annuel', 'jours'], ['modalités', 'suivi', 'forfait', 'jours'], ['droit', 'déconnexion'], ['articulation', 'entre', 'vie', 'personnelle', 'vie', 'professionnelle'], ['réunion', 'déplacements', 'professionnels'], ['suivi', 'collectif', 'forfaits', 'jours'], ['temp', 'travail', 'cadre', 'dirigeants'], ['définition', 'cadre', 'dirigeant'], ['temp', 'travail', 'cadre', 'dirigeants'], ['organisation', 'spécifiques', 'temp', 'travail'], ['astreintes']]"
T06621002325,"[['accord', 'entreprise', 'relatif'], ['contingent', 'heures', 'supplementaires'], ['titre', 'information', 'article', 'l.3121-30', 'code', 'travail', 'dispose'], ['définition', 'heures', 'supplémentaires'], ['majoration', 'salaire'], ['repos', 'compensateur', 'remplacement'], ['contingent', 'heures', 'supplémentaires'], ['contrepartie', 'obligatoire', 'repos', 'caractéristiques', 'ouverture', 'durée'], ['contrepartie', 'obligatoire', 'repos', 'prise', 'repos'], ['evolution', 'modalités'], ['dénonciation'], ['révision'], ['accord', 'procès-verbal', 'résultat', 'consultation', 'déposés', 'diligence', 'société', 'auprès', 'direccte', 'plateforme', 'téléprocédure', 'ministère', 'travail', 'accessible', 'depuis', 'site', 'www.teleaccords.travail-emploi.gouv.fr'], ['accord', 'fera', 'également', 'objet', 'modalités', 'publicité', 'suivantes']]"
T09219009238,"[['champ', 'application'], ['rappel', 'disposition', 'légales', 'applicables'], ['augmentation', 'exceptionnelles', 'salaires'], ['champ', 'application'], ['accord', 'salarié'], ['nombre', 'journées', 'travail'], ['fixation', 'forfait'], ['renonciation', 'jours', 'repos'], ['rémunération', 'forfaitaire'], ['embauche', 'cours', 'année'], ['départs', 'cours', 'année'], ['absence', 'cours', 'période'], ['maîtrise', 'suivi', 'charge', 'travail'], ['répartition', 'charge', 'travail'], ['temp', 'repos'], ['amplitude', 'travail'], ['modalités', 'suivi', 'organisation', 'travail'], ['entretien', 'annuel'], ['entretien', 'fera', 'objet', 'compte-rendu', 'conjointement', 'signé', 'salarié', 'supérieur', 'hiérarchique'], ['rôle', 'comité', 'entreprise', 'puis', 'comité', 'social', 'economique'], ['droit', 'déconnexion'], ['champ', 'application'], ['travail', 'temp', 'partiel'], ['champ', 'application'], ['deux', 'régimes', 'annualisation', 'possible'], ['modification', 'calendrier'], ['temp', 'travail', 'hebdomadaire', 'référence'], ['modalités', 'fixation', 'prise', 'jours', 'rtt'], ['décompte', 'heures', 'supplémentaires'], ['salariés', 'dont', 'régime', 'annualisation', 'peut', 'comporter', 'périodes', 'hautes', 'périodes', 'bass'], ['décompte', 'heures', 'complémentaires'], ['lissage', 'rémunération'], ['prise', 'compte', 'absence'], ['effet', 'absence', 'décompte', 'heures', 'supplémentaires'], ['rémunération', 'heures', 'supplémentaires'], ['contrepartie', 'obligatoire', 'repos'], ['heures', 'complémentaires', 'salariés', 'temp', 'partiel'], ['volume', 'heures', 'complémentaires'], ['effet', 'absence', 'décompte', 'heures', 'complémentaires'], ['majoration'], ['travail', 'samedi', 'dimanche'], ['effet', 'accord'], ['clause', 'rendez'], ['communication', 'accord'], ['publicité']]"
T06224060638,"[['accord', 'portant', 'duree'], ['amenagement', 'temp', 'travail'], ['durées', 'maximales', 'travail'], ['heures', 'supplémentaires', 'contingent', 'annuel'], ['disposition', 'generales'], ['objet', 'cadre', 'juridique'], ['portée'], ['révision', 'dénonciation'], ['suivi', 'accord', 'règlement', 'litiges', 'éventuels'], ['durées', 'maximales', 'travail'], ['heures', 'supplémentaires', 'contingent', 'annuel']]"
T06222006980,"[['durée', 'travail'], ['duree', 'travail'], ['champ', 'application'], ['decompte', 'duree', 'travail', 'periode', 'autre', 'semaine'], ['base', 'juridiques'], ['temp', 'travail', 'effectif'], ['periode', 'decompte', 'heures', 'supplementaires'], ['lissage', 'heures', 'interieur', 'periode', 'decompte'], ['pause'], ['base', 'juridiques'], ['modalites', 'application', 'generales'], ['pause', 'café', 'tabac…'], ['planning'], ['schema', 'presentation', 'planning'], ['badgage'], ['anomaly'], ['pointage', 'anticipé'], ['retard'], ['dépassement', 'heure', 'fin', 'planning'], ['considérations', 'générales'], ['identification', 'superieur', 'hierarchique'], ['anomaly', 'constatees', 'pouvant', 'faire', 'objet', 'sanction'], ['prime', 'habillage', 'deshabillage'], ['champ', 'application'], ['contrepartie'], ['principe'], ['contrepartie', 'financière'], ['prime', 'entretien', 'vetements', 'travail'], ['champ', 'application'], ['principe', 'modalites'], ['príncipe'], ['contrepartie', 'financière'], ['modalités', 'versement'], ['dépôt', 'légal', 'publication']]"
T07622008831,"[['champ', 'application'], ['etat', 'proposition'], ['mesures', 'applicables', 'terme', 'negociation'], ['durée', 'date', 'effet', 'accord'], ['depot', 'publicite']]"
T05619000873,"[['accord', 'entreprise', 'relatif', 'paiement', 'heures', 'astreintes', 'bloc', 'opératoire'], ['cadre', 'juridique'], ['modalités', 'rémunération', 'heures', 'astreintes', 'domicile'], ['modalités', 'rémunération', 'heures', 'astreintes', 'travaillées'], ['entrée', 'vigueur'], ['révision']]"
T09121007510,"[['accord', 'établi', 'cadre', 'obligation', 'annuelle', 'négocier'], ['titre', 'année', '2021'], ['mesures', 'applicables', 'année', '2022'], ['présentation', 'revendications', 'syndicale', 'cgt'], ['rémunérations', 'temp', 'travail'], ['rémunérations', 'temp', 'travail'], ['revalorisation', 'rémunérations', 'ide', 'sspi', 'salle', 'réveil'], ['revalorisation', 'rémunérations', 'auxiliaires', 'puéricultrices'], ['revalorisation', 'rémunérations', 'enseignants', 'a.p.a'], ['revalorisation', 'base', 'rémunération', 'préparateurs', 'trice', 'pharmacie'], ['augmentation', 'contingent', 'heures', 'supplémentaires'], ['égalité', 'professionnelle', 'entre', 'femmes', 'hommes', 'qualité', 'vie', 'travail'], ['égalité', 'professionnelle'], ['qualité', 'vie', 'travail'], ['publicité', 'accord']]"
T05720003188,"[['ensemble', 'personnel'], ['objet', 'impact', 'mesures', 'urgence', 'prises', 'gouvernement', 'gestion', 'congés', 'payés', 'bâtiment'], ['report', 'et/ou', 'fixation', 'date', 'congés', 'payés'], ['contingent', 'heures', 'supplémentaires'], ['majorations', 'applicables', 'heures', 'supplémentaires'], ['formalités']]"
T07022001260,"[['formalites', 'mise', 'œuvre'], ['principe', 'modalites', 'recours', 'heures', 'supplementaires'], ['remuneration', 'heures', 'supplementaires'], ['augmentation', 'contingent', 'heures', 'supplementaires'], ['revision'], ['denonciation'], ['depot', 'publicite'], ['duree', 'entree', 'vigueur', 'accord']]"
